chunk_tokens,dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx,truncated_prompt_tokens
,samsum,4096,11106,prompt truncated to max_prompt_tokens,e58fc0df85eb2c2b69f4ccb8250348d128e853debabefa37,29,4096
3723,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e58fc0df85eb2c2b69f4ccb8250348d128e853debabefa37,29,
,samsum,4096,21193,prompt truncated to max_prompt_tokens,a07252431ca98d95fddb8b54ea5e5b6778bdf97d81be345e,30,4096
4023,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a07252431ca98d95fddb8b54ea5e5b6778bdf97d81be345e,30,
,samsum,4096,6339,prompt truncated to max_prompt_tokens,0b17925cad5c3390e9294b318b7049338619abe2362a1b07,31,4096
3791,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0b17925cad5c3390e9294b318b7049338619abe2362a1b07,31,
,samsum,4096,7556,prompt truncated to max_prompt_tokens,304f4ae8cfd2d8a77310d0c7e9b9c910713b1c36492ef660,32,4096
4018,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",304f4ae8cfd2d8a77310d0c7e9b9c910713b1c36492ef660,32,
,samsum,4096,8029,prompt truncated to max_prompt_tokens,08a9881a615a3ec040eaf48a7575b320ae0bb1b4d1ab71bb,33,4096
3698,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",08a9881a615a3ec040eaf48a7575b320ae0bb1b4d1ab71bb,33,
,samsum,4096,16327,prompt truncated to max_prompt_tokens,a63b1ff6f29d6d2383c5551b5c7a6bd6552c15c9c95d12f2,34,4096
4019,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 709.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 3.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a63b1ff6f29d6d2383c5551b5c7a6bd6552c15c9c95d12f2,34,
2294,samsum,,2402,"CUDA out of memory. Tried to allocate 706.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 703.25 MiB is free. Including non-PyTorch memory, this process has 22.86 GiB memory in use. Of the allocated memory 19.33 GiB is allocated by PyTorch, and 3.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",2231482e3e63d5eb092d2b33f2a64221fea97ad0ad2b7345,35,
,samsum,4096,17252,prompt truncated to max_prompt_tokens,cc396bb55c72b6520586eae52c8384a611443d89365c691a,36,4096
4017,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",cc396bb55c72b6520586eae52c8384a611443d89365c691a,36,
,samsum,4096,15315,prompt truncated to max_prompt_tokens,977203cd0f8b37190a0b747115061e621f29c73017cdfde4,37,4096
3730,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",977203cd0f8b37190a0b747115061e621f29c73017cdfde4,37,
,samsum,4096,17396,prompt truncated to max_prompt_tokens,6f91e1d2c7e68d45f7a396cc86e746791b71c821d2dd2bdc,38,4096
3831,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6f91e1d2c7e68d45f7a396cc86e746791b71c821d2dd2bdc,38,
,samsum,4096,14102,prompt truncated to max_prompt_tokens,1ba38eb2067d2b9f260763740f38f625c1e73387123551fc,39,4096
3658,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1ba38eb2067d2b9f260763740f38f625c1e73387123551fc,39,
,samsum,4096,4558,prompt truncated to max_prompt_tokens,baf241ba78d0f6bba3199805902dc2c27e7d98dfdae1cf0c,40,4096
3827,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",baf241ba78d0f6bba3199805902dc2c27e7d98dfdae1cf0c,40,
,samsum,4096,5519,prompt truncated to max_prompt_tokens,9a35b78be7c674cd1dc1974650529208d6c9520d1769011b,41,4096
3965,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 365.25 MiB is free. Including non-PyTorch memory, this process has 23.19 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 2.37 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9a35b78be7c674cd1dc1974650529208d6c9520d1769011b,41,
,samsum,4096,8171,prompt truncated to max_prompt_tokens,b37b693a6fddf5d33590780ebe83bac0a9132031c3f473d4,43,4096
3492,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.84 GiB is free. Including non-PyTorch memory, this process has 21.71 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 2.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b37b693a6fddf5d33590780ebe83bac0a9132031c3f473d4,43,
,samsum,4096,18037,prompt truncated to max_prompt_tokens,08218d6182ae58880542773ad86e88dda511567e2044167e,44,4096
3910,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.84 GiB is free. Including non-PyTorch memory, this process has 21.71 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 2.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",08218d6182ae58880542773ad86e88dda511567e2044167e,44,
,samsum,4096,14310,prompt truncated to max_prompt_tokens,b481ab4fede445b9584628fbf89b9aaa800e968f15a7cb19,45,4096
3978,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.84 GiB is free. Including non-PyTorch memory, this process has 21.71 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 2.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b481ab4fede445b9584628fbf89b9aaa800e968f15a7cb19,45,
,samsum,4096,13683,prompt truncated to max_prompt_tokens,e4bbb70ba476455aa191ff54a99cba302697eb476c1380d7,46,4096
3598,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.84 GiB is free. Including non-PyTorch memory, this process has 21.71 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 2.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e4bbb70ba476455aa191ff54a99cba302697eb476c1380d7,46,
2669,samsum,,2834,"CUDA out of memory. Tried to allocate 982.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 1.25 MiB is free. Including non-PyTorch memory, this process has 23.55 GiB memory in use. Of the allocated memory 19.58 GiB is allocated by PyTorch, and 3.66 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0f77948ea5b4eeda18bcc77696068cf78078bbba56873cdb,47,
,samsum,4096,8619,prompt truncated to max_prompt_tokens,8945d44661e272cd436e8834a9d5dd296587dc089dc6b726,48,4096
4021,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.44 GiB is free. Including non-PyTorch memory, this process has 22.11 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",8945d44661e272cd436e8834a9d5dd296587dc089dc6b726,48,
,samsum,4096,13575,prompt truncated to max_prompt_tokens,46cbb91f855819d2efe512e789fdd8b396e01410b16a2362,50,4096
3973,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.47 GiB is free. Including non-PyTorch memory, this process has 22.08 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",46cbb91f855819d2efe512e789fdd8b396e01410b16a2362,50,
,samsum,4096,4836,prompt truncated to max_prompt_tokens,e1d562374aafc01409f57b6ed93cee7c78cec8a704cb4550,51,4096
3918,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.47 GiB is free. Including non-PyTorch memory, this process has 22.08 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e1d562374aafc01409f57b6ed93cee7c78cec8a704cb4550,51,
,samsum,4096,17487,prompt truncated to max_prompt_tokens,1fae82934e7bb33ecc120cd19430271cfdead4a5c5f3e71e,52,4096
3994,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.47 GiB is free. Including non-PyTorch memory, this process has 22.08 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1fae82934e7bb33ecc120cd19430271cfdead4a5c5f3e71e,52,
,samsum,4096,16534,prompt truncated to max_prompt_tokens,40f0ae0d1ee37405f294e24f6df7895ff373c786bdbeb226,53,4096
3896,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.47 GiB is free. Including non-PyTorch memory, this process has 22.08 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",40f0ae0d1ee37405f294e24f6df7895ff373c786bdbeb226,53,
,samsum,4096,14784,prompt truncated to max_prompt_tokens,721c3d7807b49e1b1de360eccf1a1aaddf4bd3c07b2b293e,54,4096
3639,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.47 GiB is free. Including non-PyTorch memory, this process has 22.08 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",721c3d7807b49e1b1de360eccf1a1aaddf4bd3c07b2b293e,54,
4031,samsum,,4093,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.48 GiB is free. Including non-PyTorch memory, this process has 22.07 GiB memory in use. Of the allocated memory 18.51 GiB is allocated by PyTorch, and 3.26 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f610a9277f835ce98ed109bc091260a7df3f1005aca8ec55,55,
,samsum,4096,12261,prompt truncated to max_prompt_tokens,18eef277538245626197dee424b5e4d5e95a36c28ad41222,56,4096
4015,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.48 GiB is free. Including non-PyTorch memory, this process has 22.07 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 3.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",18eef277538245626197dee424b5e4d5e95a36c28ad41222,56,
,samsum,4096,19378,prompt truncated to max_prompt_tokens,ac012674f6e72a474f8b26f8a18f486dc25fded070ef49d9,57,4096
3507,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.48 GiB is free. Including non-PyTorch memory, this process has 22.07 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 3.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",ac012674f6e72a474f8b26f8a18f486dc25fded070ef49d9,57,
2385,samsum,,2453,"CUDA out of memory. Tried to allocate 736.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 615.25 MiB is free. Including non-PyTorch memory, this process has 22.95 GiB memory in use. Of the allocated memory 19.67 GiB is allocated by PyTorch, and 2.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",06579eaea3267676100c47cf3a32d27623e0f0baf0eeede1,58,
,samsum,4096,5565,prompt truncated to max_prompt_tokens,bd5e296ce74f0d76e3763d4ee24f314d3e53580bf18e84af,59,4096
3920,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",bd5e296ce74f0d76e3763d4ee24f314d3e53580bf18e84af,59,
,samsum,4096,18808,prompt truncated to max_prompt_tokens,b14c862a69ef6cdaedefc6a8f71f652cc06dc44c3eed3f55,60,4096
3678,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b14c862a69ef6cdaedefc6a8f71f652cc06dc44c3eed3f55,60,
,samsum,4096,4235,prompt truncated to max_prompt_tokens,3023ac5d13e9d911472a3bdc65329f144dc0e35587728c96,61,4096
4043,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3023ac5d13e9d911472a3bdc65329f144dc0e35587728c96,61,
,samsum,4096,17096,prompt truncated to max_prompt_tokens,c397fd04b0eb132a414108a73344e4027b7d29646854846a,62,4096
3891,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",c397fd04b0eb132a414108a73344e4027b7d29646854846a,62,
,samsum,4096,7177,prompt truncated to max_prompt_tokens,53288fa1b74f9e294d25fda05653264869576b9ac133a49f,63,4096
3887,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",53288fa1b74f9e294d25fda05653264869576b9ac133a49f,63,
,samsum,4096,9841,prompt truncated to max_prompt_tokens,d71638b493499623ac6f16097562b613a26250176c4aff8c,64,4096
4041,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",d71638b493499623ac6f16097562b613a26250176c4aff8c,64,
,samsum,4096,15167,prompt truncated to max_prompt_tokens,5f3bced3ff98311eab05253b995019cf799139c3ca9ba33c,65,4096
4005,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5f3bced3ff98311eab05253b995019cf799139c3ca9ba33c,65,
,samsum,4096,16405,prompt truncated to max_prompt_tokens,f8c3191fa99b86e7f980d14f373f9b98d312405b7d96b99d,66,4096
3986,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",f8c3191fa99b86e7f980d14f373f9b98d312405b7d96b99d,66,
2433,samsum,,2800,"CUDA out of memory. Tried to allocate 958.00 MiB. GPU 0 has a total capacity of 23.56 GiB of which 481.25 MiB is free. Including non-PyTorch memory, this process has 23.08 GiB memory in use. Of the allocated memory 21.72 GiB is allocated by PyTorch, and 1.05 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",c89203964d38b3c472e1c3b4f6757f4a816a004afb9be3af,67,
,samsum,4096,11676,prompt truncated to max_prompt_tokens,b707a5cef97b53f8481d57e50ecfc424b0d6112251239132,68,4096
3998,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",b707a5cef97b53f8481d57e50ecfc424b0d6112251239132,68,
,samsum,4096,10770,prompt truncated to max_prompt_tokens,11825be04e419a923b7c16aa952f5391c60383b6935f1fd4,69,4096
3752,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",11825be04e419a923b7c16aa952f5391c60383b6935f1fd4,69,
,samsum,4096,12863,prompt truncated to max_prompt_tokens,7e071e42fb5e378e081ca620c8dfd51814e305f0d5c93631,71,4096
3938,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.28 GiB is free. Including non-PyTorch memory, this process has 22.27 GiB memory in use. Of the allocated memory 19.52 GiB is allocated by PyTorch, and 2.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",7e071e42fb5e378e081ca620c8dfd51814e305f0d5c93631,71,
,samsum,4096,10599,prompt truncated to max_prompt_tokens,3145e13f8c57e73c0d0ad6af1f225dced581cf48dc66c1b2,72,4096
