dataset,reason,sample_id,sample_idx
wikimqa,"CUDA out of memory. Tried to allocate 5.06 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.14 GiB is free. Including non-PyTorch memory, this process has 22.41 GiB memory in use. Of the allocated memory 19.22 GiB is allocated by PyTorch, and 2.88 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",68,68
wikimqa,"CUDA out of memory. Tried to allocate 5.34 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.10 GiB is free. Including non-PyTorch memory, this process has 22.45 GiB memory in use. Of the allocated memory 19.65 GiB is allocated by PyTorch, and 2.49 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69,69
wikimqa,"CUDA out of memory. Tried to allocate 5.01 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.10 GiB is free. Including non-PyTorch memory, this process has 22.45 GiB memory in use. Of the allocated memory 19.13 GiB is allocated by PyTorch, and 3.00 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",70,70
wikimqa,"CUDA out of memory. Tried to allocate 4.51 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.10 GiB is free. Including non-PyTorch memory, this process has 22.45 GiB memory in use. Of the allocated memory 18.37 GiB is allocated by PyTorch, and 3.77 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",71,71
wikimqa,"CUDA out of memory. Tried to allocate 4.92 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.10 GiB is free. Including non-PyTorch memory, this process has 22.45 GiB memory in use. Of the allocated memory 19.00 GiB is allocated by PyTorch, and 3.14 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",72,72
wikimqa,"CUDA out of memory. Tried to allocate 6.31 GiB. GPU 0 has a total capacity of 23.56 GiB of which 135.25 MiB is free. Including non-PyTorch memory, this process has 23.42 GiB memory in use. Of the allocated memory 21.14 GiB is allocated by PyTorch, and 1.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",73,73
wikimqa,"CUDA out of memory. Tried to allocate 4.14 GiB. GPU 0 has a total capacity of 23.56 GiB of which 135.25 MiB is free. Including non-PyTorch memory, this process has 23.42 GiB memory in use. Of the allocated memory 17.80 GiB is allocated by PyTorch, and 5.31 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",74,74
wikimqa,"CUDA out of memory. Tried to allocate 5.56 GiB. GPU 0 has a total capacity of 23.56 GiB of which 135.25 MiB is free. Including non-PyTorch memory, this process has 23.42 GiB memory in use. Of the allocated memory 14.43 GiB is allocated by PyTorch, and 8.68 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",75,75
wikimqa,"CUDA out of memory. Tried to allocate 6.36 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 21.22 GiB is allocated by PyTorch, and 1.94 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",76,76
wikimqa,"CUDA out of memory. Tried to allocate 4.45 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.27 GiB is allocated by PyTorch, and 4.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",77,77
wikimqa,"CUDA out of memory. Tried to allocate 6.16 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 14.75 GiB is allocated by PyTorch, and 8.41 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",78,78
wikimqa,"CUDA out of memory. Tried to allocate 4.91 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.98 GiB is allocated by PyTorch, and 4.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",79,79
wikimqa,"CUDA out of memory. Tried to allocate 5.21 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 14.24 GiB is allocated by PyTorch, and 8.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",80,80
wikimqa,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.67 GiB is allocated by PyTorch, and 4.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",81,81
wikimqa,"CUDA out of memory. Tried to allocate 5.24 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 14.26 GiB is allocated by PyTorch, and 8.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",82,82
wikimqa,"CUDA out of memory. Tried to allocate 5.46 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 14.37 GiB is allocated by PyTorch, and 8.79 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",83,83
wikimqa,"CUDA out of memory. Tried to allocate 5.36 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 14.32 GiB is allocated by PyTorch, and 8.85 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",84,84
wikimqa,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.66 GiB is allocated by PyTorch, and 4.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",85,85
wikimqa,"CUDA out of memory. Tried to allocate 4.60 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.51 GiB is allocated by PyTorch, and 4.66 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",86,86
wikimqa,"CUDA out of memory. Tried to allocate 4.42 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.23 GiB is allocated by PyTorch, and 4.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",87,87
wikimqa,"CUDA out of memory. Tried to allocate 4.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 19.10 GiB is allocated by PyTorch, and 4.06 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",88,88
wikimqa,"CUDA out of memory. Tried to allocate 4.38 GiB. GPU 0 has a total capacity of 23.56 GiB of which 81.25 MiB is free. Including non-PyTorch memory, this process has 23.47 GiB memory in use. Of the allocated memory 18.17 GiB is allocated by PyTorch, and 5.00 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",89,89
wikimqa,"CUDA out of memory. Tried to allocate 5.08 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 19.24 GiB is allocated by PyTorch, and 3.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",90,90
wikimqa,"CUDA out of memory. Tried to allocate 4.41 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 18.22 GiB is allocated by PyTorch, and 4.96 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",91,91
wikimqa,"CUDA out of memory. Tried to allocate 4.94 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 19.03 GiB is allocated by PyTorch, and 4.14 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",92,92
wikimqa,"CUDA out of memory. Tried to allocate 5.39 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 14.34 GiB is allocated by PyTorch, and 8.84 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",93,93
wikimqa,"CUDA out of memory. Tried to allocate 4.91 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 18.99 GiB is allocated by PyTorch, and 4.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",94,94
wikimqa,"CUDA out of memory. Tried to allocate 5.04 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 19.19 GiB is allocated by PyTorch, and 3.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",95,95
wikimqa,"CUDA out of memory. Tried to allocate 4.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 19.10 GiB is allocated by PyTorch, and 4.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",96,96
wikimqa,"CUDA out of memory. Tried to allocate 5.26 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 14.27 GiB is allocated by PyTorch, and 8.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",97,97
wikimqa,"CUDA out of memory. Tried to allocate 5.01 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 19.13 GiB is allocated by PyTorch, and 4.04 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",98,98
wikimqa,"CUDA out of memory. Tried to allocate 5.29 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 14.28 GiB is allocated by PyTorch, and 8.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",99,99
wikimqa,"CUDA out of memory. Tried to allocate 5.12 GiB. GPU 0 has a total capacity of 23.56 GiB of which 67.25 MiB is free. Including non-PyTorch memory, this process has 23.48 GiB memory in use. Of the allocated memory 14.19 GiB is allocated by PyTorch, and 8.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",100,100
samsum,"CUDA out of memory. Tried to allocate 7.24 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.43 GiB is free. Including non-PyTorch memory, this process has 17.12 GiB memory in use. Of the allocated memory 11.95 GiB is allocated by PyTorch, and 4.86 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5da5f97a6782e2f4559618a1ac96a0eaa98ff99ae2f5b189,1
samsum,"CUDA out of memory. Tried to allocate 1.13 GiB. GPU 0 has a total capacity of 23.56 GiB of which 983.25 MiB is free. Including non-PyTorch memory, this process has 22.59 GiB memory in use. Of the allocated memory 21.07 GiB is allocated by PyTorch, and 1.21 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e5b2529de4edb475662403295e8fb4c639067de48ea3fa13,2
samsum,"CUDA out of memory. Tried to allocate 13.87 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.76 GiB is free. Including non-PyTorch memory, this process has 12.79 GiB memory in use. Of the allocated memory 12.32 GiB is allocated by PyTorch, and 159.98 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0681192bf437818262545c9d5d410f94fd265b20f23d5111,3
samsum,"CUDA out of memory. Tried to allocate 5.85 GiB. GPU 0 has a total capacity of 23.56 GiB of which 4.91 GiB is free. Including non-PyTorch memory, this process has 18.64 GiB memory in use. Of the allocated memory 17.71 GiB is allocated by PyTorch, and 629.57 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6f9361273f0bb0f4da30c7204050eaf72782a8fdae636bb2,4
samsum,"CUDA out of memory. Tried to allocate 7.95 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.81 GiB is free. Including non-PyTorch memory, this process has 20.74 GiB memory in use. Of the allocated memory 19.94 GiB is allocated by PyTorch, and 497.59 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1b992f20e93e0d79de187fa27d695a4a1603ddb06bcaf0d8,5
samsum,"CUDA out of memory. Tried to allocate 16.51 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.81 GiB is free. Including non-PyTorch memory, this process has 20.74 GiB memory in use. Of the allocated memory 12.46 GiB is allocated by PyTorch, and 7.97 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e207f0cd648c4dd4516b519a490faacd3dae921aac636340,6
samsum,"CUDA out of memory. Tried to allocate 23.23 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.81 GiB is free. Including non-PyTorch memory, this process has 20.74 GiB memory in use. Of the allocated memory 12.79 GiB is allocated by PyTorch, and 7.64 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6bdecf495afb4980c3f65777cc45c18bb487f697e8a078f6,7
samsum,"CUDA out of memory. Tried to allocate 22.78 GiB. GPU 0 has a total capacity of 23.56 GiB of which 2.81 GiB is free. Including non-PyTorch memory, this process has 20.74 GiB memory in use. Of the allocated memory 12.76 GiB is allocated by PyTorch, and 7.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",a49f56fda8881e78a638c9f488dec798c0a3cc2b18f6b8f0,8
samsum,"CUDA out of memory. Tried to allocate 11.17 GiB. GPU 0 has a total capacity of 23.56 GiB of which 10.76 GiB is free. Including non-PyTorch memory, this process has 12.79 GiB memory in use. Of the allocated memory 12.18 GiB is allocated by PyTorch, and 307.74 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e3438ab42d3cc8239d1e19c8368ad851df9cdf88b15fd6ec,9
samsum,"CUDA out of memory. Tried to allocate 1.54 GiB. GPU 0 has a total capacity of 23.56 GiB of which 737.25 MiB is free. Including non-PyTorch memory, this process has 22.83 GiB memory in use. Of the allocated memory 20.76 GiB is allocated by PyTorch, and 1.76 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",77ead33295dc92287fbb9d0b6e86911ef1ef33d35fbb6f68,10
samsum,"CUDA out of memory. Tried to allocate 7.96 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.16 GiB is free. Including non-PyTorch memory, this process has 20.39 GiB memory in use. Of the allocated memory 19.96 GiB is allocated by PyTorch, and 127.16 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",694acb099ad12bae7161cf4ac8d7fb920d6de7ce1857a246,11
samsum,"CUDA out of memory. Tried to allocate 7.75 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.16 GiB is free. Including non-PyTorch memory, this process has 20.39 GiB memory in use. Of the allocated memory 19.73 GiB is allocated by PyTorch, and 357.78 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",838c429ae24c4723861b0f074f871f52db83f0747f772d5d,12
samsum,"CUDA out of memory. Tried to allocate 4.20 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.16 GiB is free. Including non-PyTorch memory, this process has 20.39 GiB memory in use. Of the allocated memory 17.89 GiB is allocated by PyTorch, and 2.19 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1937c256433911ec3025e6383525c9c4ef22d52b445a0a0c,13
samsum,"CUDA out of memory. Tried to allocate 13.90 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.16 GiB is free. Including non-PyTorch memory, this process has 20.39 GiB memory in use. Of the allocated memory 12.32 GiB is allocated by PyTorch, and 7.76 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69f3eb0f9a4c973a0b9785e7795cece732bf7738b5322fce,14
samsum,"CUDA out of memory. Tried to allocate 9.75 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.16 GiB is free. Including non-PyTorch memory, this process has 20.39 GiB memory in use. Of the allocated memory 12.10 GiB is allocated by PyTorch, and 7.98 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",4a4c7c55c7fb1952ff95cbf97499ae21eb93ff1c37e68458,15
samsum,"CUDA out of memory. Tried to allocate 8.03 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.10 GiB is free. Including non-PyTorch memory, this process has 20.45 GiB memory in use. Of the allocated memory 20.02 GiB is allocated by PyTorch, and 123.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",719eee42955c9d3602c720f8644ffd10e0af4776be3dc046,16
samsum,"CUDA out of memory. Tried to allocate 3.34 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.10 GiB is free. Including non-PyTorch memory, this process has 20.45 GiB memory in use. Of the allocated memory 16.56 GiB is allocated by PyTorch, and 3.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6b2677b451034aef716068c91304f0ce5e33440ebf8b4620,17
samsum,"CUDA out of memory. Tried to allocate 1.60 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.49 GiB is free. Including non-PyTorch memory, this process has 22.06 GiB memory in use. Of the allocated memory 20.29 GiB is allocated by PyTorch, and 1.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0b61c23fde58a1a29920fd2cf13ba9caf9dec377481563df,18
samsum,"CUDA out of memory. Tried to allocate 17.38 GiB. GPU 0 has a total capacity of 23.56 GiB of which 9.52 GiB is free. Including non-PyTorch memory, this process has 14.03 GiB memory in use. Of the allocated memory 12.50 GiB is allocated by PyTorch, and 1.22 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",026af6b27965bf8a6572d64fc70cc2269b01b37509086d74,19
samsum,"CUDA out of memory. Tried to allocate 3.66 GiB. GPU 0 has a total capacity of 23.56 GiB of which 141.25 MiB is free. Including non-PyTorch memory, this process has 23.41 GiB memory in use. Of the allocated memory 20.77 GiB is allocated by PyTorch, and 2.34 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3ea532ab0addd3b00ccff7e7f4c09e0644067bf1acf1453a,20
